id,query,scholar_name,scholar_urdu,scholar_born,scholar_country,scholar_languages,scholar_specialization,scholar_known_for,scholar_books,scholar_youtube,scholar_followers_millions,scholar_style,scholar_audience,category,topic,intent,language,answer,label,label_id
160,Javed Ahmad Ghamidi aur Israr Ahmed ka aqeedah,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",comparison,Modern Fiqh,comparison,english,"Javed Ahmad Ghamidi aur Israr Ahmed dono ache scholars hain lekin alag style rakhte hain. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye best hai. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Javed Ahmad Ghamidi,4
161,Javed Ahmad Ghamidi ne Quran Interpretation par kya kaha?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",topic,Quran Interpretation,information,english,"Javed Ahmad Ghamidi ne Quran Interpretation par bohat detail se baat ki hai. Unke is topic ke lectures 'Ghamidi TV' pe available hain. Woh Quran Tafsir, Islamic Law Reform ke expert hain isliye unki baat qabil e amal hai.",Javed Ahmad Ghamidi,4
162,Javed Ahmad Ghamidi views on Modern Fiqh,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",topic,Modern Fiqh,information,english,"Javed Ahmad Ghamidi ne Modern Fiqh par bohat detail se baat ki hai. Unke is topic ke lectures 'Ghamidi TV' pe available hain. Woh Quran Tafsir, Islamic Law Reform ke expert hain isliye unki baat qabil e amal hai.",Javed Ahmad Ghamidi,4
163,جاوید احمد غامدی ka Women Rights ke barey mein lecture,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",topic,Women Rights,information,english,"Javed Ahmad Ghamidi ne Women Rights par bohat detail se baat ki hai. Unke is topic ke lectures 'Ghamidi TV' pe available hain. Woh Quran Tafsir, Islamic Law Reform ke expert hain isliye unki baat qabil e amal hai.",Javed Ahmad Ghamidi,4
164,What does Javed Ahmad Ghamidi say about Women Rights?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",topic,Women Rights,information,english,"Javed Ahmad Ghamidi ne Women Rights par bohat detail se baat ki hai. Unke is topic ke lectures 'Ghamidi TV' pe available hain. Woh Quran Tafsir, Islamic Law Reform ke expert hain isliye unki baat qabil e amal hai.",Javed Ahmad Ghamidi,4
165,Javed Ahmad Ghamidi Quran Interpretation explanation,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",topic,Quran Interpretation,information,english,"Javed Ahmad Ghamidi ne Quran Interpretation par bohat detail se baat ki hai. Unke is topic ke lectures 'Ghamidi TV' pe available hain. Woh Quran Tafsir, Islamic Law Reform ke expert hain isliye unki baat qabil e amal hai.",Javed Ahmad Ghamidi,4
166,Nouman Ali Khan ki zindagi ke barey mein batao,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Modern Challenges,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
167,Who is Nouman Ali Khan?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Quran Arabic,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
168,نعمان علی خان kab paida hue?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Marriage,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
169,Nouman Ali Khan ka background kya hai?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Quran Arabic,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
170,Tell me about Nouman Ali Khan,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Marriage,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
171,نعمان علی خان ki family ke barey mein,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Marriage,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
172,Nouman Ali Khan early life,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",biography,Marriage,information,english,"Nouman Ali Khan (نعمان علی خان) 1978 mein USA mein paida hue. Woh Quran Arabic, Youth Dawah mein mahir hain. Woh Bayyinah Institute, Arabic grammar, connecting youth to Quran ke liye mashoor hain. Unka andaz Relatable/Youth Oriented hai aur yeh Western Muslims, Youth, Students ke liye kaam karte hain.",Nouman Ali Khan,5
173,Nouman Ali Khan ki best taqreer kaun si hai?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Faith Crisis,lecture_search,english,"Nouman Ali Khan ke Faith Crisis par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
174,Nouman Ali Khan lectures on Marriage,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Marriage,lecture_search,english,"Nouman Ali Khan ke Marriage par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
175,نعمان علی خان ka bayan YouTube pe,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Quran Arabic,lecture_search,english,"Nouman Ali Khan ke Quran Arabic par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
176,Best Nouman Ali Khan speech ever,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Surah Explanations,lecture_search,english,"Nouman Ali Khan ke Surah Explanations par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
177,Nouman Ali Khan ki Quran Arabic par taqreer,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Quran Arabic,lecture_search,english,"Nouman Ali Khan ke Quran Arabic par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
178,Where to watch Nouman Ali Khan lectures?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Youth Issues,lecture_search,english,"Nouman Ali Khan ke Youth Issues par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
179,Nouman Ali Khan ka mashhoor bayan,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",lectures,Modern Challenges,lecture_search,english,"Nouman Ali Khan ke Modern Challenges par bohat ache bayans hain. Aap unka YouTube channel 'Nouman Ali Khan Official' pe dekh sakte hain. Unke approximately 5.5 million followers hain. Unka style Relatable/Youth Oriented hai jo Western Muslims, Youth, Students ko pasand hai.",Nouman Ali Khan,5
180,Nouman Ali Khan ki kitabein kaun si hain?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",books,Modern Challenges,recommendation,english,"Nouman Ali Khan ki mashoor kitabein hain: Divine Speech, Bayyinah TV. Yeh kitabein Quran Arabic, Youth Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Nouman Ali Khan,5
181,Nouman Ali Khan books list,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",books,Surah Explanations,recommendation,english,"Nouman Ali Khan ki mashoor kitabein hain: Divine Speech, Bayyinah TV. Yeh kitabein Quran Arabic, Youth Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Nouman Ali Khan,5
182,نعمان علی خان ki best book recommend karo,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",books,Youth Issues,recommendation,english,"Nouman Ali Khan ki mashoor kitabein hain: Divine Speech, Bayyinah TV. Yeh kitabein Quran Arabic, Youth Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Nouman Ali Khan,5
183,Nouman Ali Khan written works,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",books,Youth Issues,recommendation,english,"Nouman Ali Khan ki mashoor kitabein hain: Divine Speech, Bayyinah TV. Yeh kitabein Quran Arabic, Youth Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Nouman Ali Khan,5
184,Nouman Ali Khan ki Quran Arabic par likhi kitab,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",books,Quran Arabic,recommendation,english,"Nouman Ali Khan ki mashoor kitabein hain: Divine Speech, Bayyinah TV. Yeh kitabein Quran Arabic, Youth Dawah ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Nouman Ali Khan,5
185,"Mujhe Faith Crisis ke barey mein sunna hai, kaun sa scholar best hai?",Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",recommendation,Faith Crisis,recommendation,english,"Faith Crisis ke liye Nouman Ali Khan (نعمان علی خان) best choice hain. Woh is topic mein Quran Arabic, Youth Dawah ke expert hain. Unka YouTube channel 'Nouman Ali Khan Official' pe bohat content available hai. Unka andaz Relatable/Youth Oriented hai.",Nouman Ali Khan,5
186,Best scholar for Marriage,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",recommendation,Marriage,recommendation,english,"Marriage ke liye Nouman Ali Khan (نعمان علی خان) best choice hain. Woh is topic mein Quran Arabic, Youth Dawah ke expert hain. Unka YouTube channel 'Nouman Ali Khan Official' pe bohat content available hai. Unka andaz Relatable/Youth Oriented hai.",Nouman Ali Khan,5
187,Faith Crisis ke liye kon sunoon?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",recommendation,Faith Crisis,recommendation,english,"Faith Crisis ke liye Nouman Ali Khan (نعمان علی خان) best choice hain. Woh is topic mein Quran Arabic, Youth Dawah ke expert hain. Unka YouTube channel 'Nouman Ali Khan Official' pe bohat content available hai. Unka andaz Relatable/Youth Oriented hai.",Nouman Ali Khan,5
188,Recommend me a scholar for Modern Challenges,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",recommendation,Modern Challenges,recommendation,english,"Modern Challenges ke liye Nouman Ali Khan (نعمان علی خان) best choice hain. Woh is topic mein Quran Arabic, Youth Dawah ke expert hain. Unka YouTube channel 'Nouman Ali Khan Official' pe bohat content available hai. Unka andaz Relatable/Youth Oriented hai.",Nouman Ali Khan,5
189,Marriage par kaun se alim sunoon?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",recommendation,Marriage,recommendation,english,"Marriage ke liye Nouman Ali Khan (نعمان علی خان) best choice hain. Woh is topic mein Quran Arabic, Youth Dawah ke expert hain. Unka YouTube channel 'Nouman Ali Khan Official' pe bohat content available hai. Unka andaz Relatable/Youth Oriented hai.",Nouman Ali Khan,5
190,Nouman Ali Khan aur Zakir Naik mein farq kya hai?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",comparison,Quran Arabic,comparison,english,"Nouman Ali Khan aur Zakir Naik dono ache scholars hain lekin alag style rakhte hain. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye best hai. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Nouman Ali Khan,5
191,Nouman Ali Khan vs Ibtasim Illahi Zaheer style,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",comparison,Youth Issues,comparison,english,"Nouman Ali Khan aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Nouman Ali Khan,5
192,Which is better Nouman Ali Khan or Ibtasim Illahi Zaheer?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",comparison,Faith Crisis,comparison,english,"Nouman Ali Khan aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Nouman Ali Khan,5
193,Nouman Ali Khan aur Javed Ahmad Ghamidi ka aqeedah,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",comparison,Quran Arabic,comparison,english,"Nouman Ali Khan aur Javed Ahmad Ghamidi dono ache scholars hain lekin alag style rakhte hain. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye best hai. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Nouman Ali Khan,5
194,Nouman Ali Khan ne Surah Explanations par kya kaha?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",topic,Surah Explanations,information,english,"Nouman Ali Khan ne Surah Explanations par bohat detail se baat ki hai. Unke is topic ke lectures 'Nouman Ali Khan Official' pe available hain. Woh Quran Arabic, Youth Dawah ke expert hain isliye unki baat qabil e amal hai.",Nouman Ali Khan,5
195,Nouman Ali Khan views on Quran Arabic,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",topic,Quran Arabic,information,english,"Nouman Ali Khan ne Quran Arabic par bohat detail se baat ki hai. Unke is topic ke lectures 'Nouman Ali Khan Official' pe available hain. Woh Quran Arabic, Youth Dawah ke expert hain isliye unki baat qabil e amal hai.",Nouman Ali Khan,5
196,نعمان علی خان ka Quran Arabic ke barey mein lecture,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",topic,Quran Arabic,information,english,"Nouman Ali Khan ne Quran Arabic par bohat detail se baat ki hai. Unke is topic ke lectures 'Nouman Ali Khan Official' pe available hain. Woh Quran Arabic, Youth Dawah ke expert hain isliye unki baat qabil e amal hai.",Nouman Ali Khan,5
197,What does Nouman Ali Khan say about Modern Challenges?,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",topic,Modern Challenges,information,english,"Nouman Ali Khan ne Modern Challenges par bohat detail se baat ki hai. Unke is topic ke lectures 'Nouman Ali Khan Official' pe available hain. Woh Quran Arabic, Youth Dawah ke expert hain isliye unki baat qabil e amal hai.",Nouman Ali Khan,5
198,Nouman Ali Khan Marriage explanation,Nouman Ali Khan,نعمان علی خان,1978,USA,English|Urdu,Quran Arabic|Youth Dawah|Tafsir,"Bayyinah Institute, Arabic grammar, connecting youth to Quran",Divine Speech|Bayyinah TV,Nouman Ali Khan Official,5.5,Relatable/Youth Oriented,"Western Muslims, Youth, Students",topic,Marriage,information,english,"Nouman Ali Khan ne Marriage par bohat detail se baat ki hai. Unke is topic ke lectures 'Nouman Ali Khan Official' pe available hain. Woh Quran Arabic, Youth Dawah ke expert hain isliye unki baat qabil e amal hai.",Nouman Ali Khan,5
199,Tariq Jameel aur Ibtasim Illahi Zaheer mein kaun behtar hai?,Tariq Jameel,طارق جمیل,1953,Pakistan,Urdu,Tablighi Dawah|Spiritual Reform|Hadith,"Emotional bayans, celebrity conversions, Tablighi Jamaat",Islah e Muashra|Seerat e Nabawi,Maulana Tariq Jameel Official,8.5,Emotional,General Muslim Public,comparison,general,comparison,mixed,"Tariq Jameel aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Tariq Jameel ka andaz Emotional hai aur General Muslim Public ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Tariq Jameel,0
200,Tariq Jameel aur Israr Ahmed mein kaun behtar hai?,Tariq Jameel,طارق جمیل,1953,Pakistan,Urdu,Tablighi Dawah|Spiritual Reform|Hadith,"Emotional bayans, celebrity conversions, Tablighi Jamaat",Islah e Muashra|Seerat e Nabawi,Maulana Tariq Jameel Official,8.5,Emotional,General Muslim Public,comparison,general,comparison,mixed,"Tariq Jameel aur Israr Ahmed dono ache scholars hain lekin alag style rakhte hain. Tariq Jameel ka andaz Emotional hai aur General Muslim Public ke liye best hai. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Tariq Jameel,0
